state,constituency,poll_date,name,party,age,gender,education,category,assets,criminal_cases,color
Uttar Pradesh,Unnao,30-04-2014,Annu Tandon,INC,56,Female,Graduate,GEN,636029024,1,#019733
Andhra Pradesh,Chevella,30-04-2014,Tulla Veerender,TDP,31,Male,Post Graduate,GEN,623975606,0,#4bacc6
Tamil Nadu,Coimbatore,24-04-2014,Prabhu -r,INC,66,Male,Post Graduate,GEN,609497080,0,#019733
Uttar Pradesh,Gautam Budhha Nagar,10-04-2014,Satish Kumar,BSP,47,Male,12th,GEN,599501967,1,#77968E
Tamil Nadu,Sivaganga,24-04-2014,Karti P Chidambaram,INC,42,Male,Graduate Professional,GEN,596685048,0,#019733
Andhra Pradesh,Narasaraopet,07-05-2014,Rayapati Sambasiva Rao,TDP,70,Male,Graduate,GEN,595838093,2,#4bacc6
Rajasthan,Nagaur,17-04-2014,Dr Jyoti Mirdha,INC,41,Female,Graduate Professional,GEN,582676804,0,#019733
Karnataka,Haveri,17-04-2014,Udasi Shivakumar Channabasappa,BJP,47,Male,Graduate Professional,GEN,576693538,0,#FB7B0D
Uttar Pradesh,Rampur,17-04-2014,Nawab Kazim Ali Khan,INC,53,Male,Post Graduate,GEN,571146438,0,#019733
Tamil Nadu,Tiruchirappalli,24-04-2014,Sarubala R Thondaiman,INC,55,Female,Post Graduate,GEN,570772432,0,#019733
Orissa,Balasore,17-04-2014,Rabindra Kumar Jena,BJD,46,Male,Post Graduate,GEN,570139716,0,#000000
Goa,South Goa,12-04-2014,Adv Jawahar Leonardo Dias,GOEMCARANCHO OTREC ASTRO,58,Male,Post Graduate,GEN,564223740,1,
Jharkhand,Hazaribagh,17-04-2014,Jayant Sinha,BJP,50,Male,Post Graduate,GEN,556754579,0,#FB7B0D
Madhya Pradesh,Ujjain,24-04-2014,Premchand Guddu,INC,46,Male,10th,GEN,535213275,3,#019733
Maharashtra,Mumbai South Central,24-04-2014,Shinde Sarjerao Mahadev,IND,58,Male,Post Graduate,GEN,535181794,0,
Himachal Pradesh,Hamirpur,07-05-2014,Dev Raj Bhardwaj,IND,61,Male,Others,GEN,512130100,0,
Maharashtra,Mumbai South,24-04-2014,Meera Ashish Sanyal,AAP,52,Female,Post Graduate,GEN,509461553,0,
Karnataka,Bangalore Rural,17-04-2014,P Muniraju,BJP,35,Male,12th,GEN,505854419,0,#FB7B0D
Maharashtra,Dhule,24-04-2014,Amrishbhai Rasiklal Patel,INC,62,Male,8th,GEN,504197656,21,#019733
Orissa,Kandhamal,10-04-2014,Hemendra Chandra Singh,BJD,46,Male,Graduate,GEN,503907437,2,#000000
Karnataka,Bagalkot,17-04-2014,Ajaykumar Sarnaik,INC,57,Male,Graduate,GEN,501321313,0,#019733
Maharashtra,Bhiwandi,24-04-2014,Navid Hasan Momin,IND,36,Male,Graduate,GEN,500157500,1,
Andhra Pradesh,Machilipatnam,07-05-2014,Kammili Srinivas,JAI SAMAIKYANDHRA PARTY,42,Male,Graduate Professional,GEN,499399880,0,
Andhra Pradesh,Kadapa,07-05-2014,Srinivasa Reddy Reddeppagari,TDP,46,Male,12th,GEN,497543411,0,#4bacc6
Meghalaya,Shillong,09-04-2014,Vincent H Pala,INC,46,Male,Graduate Professional,GEN,497108058,0,#019733
Maharashtra,Mumbai North West,24-04-2014,Kamat Gurudas Vasant,INC,59,Male,Graduate Professional,GEN,488871453,0,#019733
Andhra Pradesh,Malkajgiri,30-04-2014,Chmalla Reddy,TDP,56,Male,12th,GEN,488525332,0,#4bacc6
Karnataka,Bangalore Central,17-04-2014,Pc Mohan,BJP,50,Male,12th,GEN,475796999,2,#FB7B0D
Karnataka,Chikkballapur,17-04-2014,Bn Bachhegouda,BJP,72,Male,Graduate Professional,GEN,475228512,0,#FB7B0D
Uttar Pradesh,Gautam Budhha Nagar,10-04-2014,Mahesh Sharma,BJP,54,Male,Graduate Professional,GEN,473797545,0,#FB7B0D
Uttar Pradesh,Allahabad,07-05-2014,Shyama Charan Gupta,BJP,69,Male,Graduate Professional,GEN,472851707,0,#FB7B0D
Uttar Pradesh,Kushi Nagar,12-05-2014,Dr Sangam Mishra,BSP,58,Male,Doctorate,GEN,465406959,0,#77968E
Andhra Pradesh,Ongole,07-05-2014,Darisi Veera Venkata Pavan Kumar Darisi Pavana Kumar,INC,52,Male,Graduate Professional,GEN,464329120,0,#019733
Maharashtra,Kolhapur,17-04-2014,Dhananjay Bhimrao Mahadik,NCP,42,Male,Graduate,GEN,448882000,1,
Andhra Pradesh,Guntur,07-05-2014,Udaia Kumar Musuku,INDIAN CHRISTIAN SECULAR PARTY,57,Male,Post Graduate,GEN,442624916,0,
Assam,Dhubri,24-04-2014,Badruddin Ajmal,AIUDF,50,Male,Others,GEN,432748134,1,
Madhya Pradesh,Jabalpur,10-04-2014,Vivekkrishna Tankha,INC,58,Male,Graduate Professional,GEN,423720471,0,#019733
Bihar,Jamui,10-04-2014,Upendra Ravidas,JMM,35,Male,10th,GEN,421280000,0,
Punjab,Bathinda,30-04-2014,Manpreet Singh Badal So Gurdas Singh,INC,52,Male,Graduate Professional,GEN,421140137,0,#019733
Andhra Pradesh,Hindupur,07-05-2014,Duddukunta Sreedhar Reddy,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,43,Male,Graduate,GEN,420913035,0,
Karnataka,Belgaum,17-04-2014,Suresh Angadi,BJP,58,Male,Graduate Professional,GEN,417003065,1,#FB7B0D
Jharkhand,Hazaribagh,17-04-2014,Saurabh Narain Singh,INC,39,Male,Post Graduate,GEN,415506982,2,#019733
Dadra Nagar Haveli,Dadra Nagar Haveli,30-04-2014,Delkar Mohanbhai Sanjibhai,INC,51,Male,Graduate,GEN,414613478,0,#019733
Rajasthan,Jaipur Rural,17-04-2014,Dhiraj Gurjar,SP,35,Male,Post Graduate,GEN,413290807,0,#B15928
Maharashtra,Mumbai South,24-04-2014,Deora Milind Murli,INC,38,Male,Graduate,GEN,408001069,0,#019733
Tamil Nadu,Pollachi,24-04-2014,Pongalur Palanisamyn,DMK,67,Male,Graduate,GEN,406806230,3,#800000
Maharashtra,Nanded,17-04-2014,Shri Chavan Ashokrao Shankarrao,INC,55,Male,Post Graduate,GEN,388758910,0,#019733
National Capital Territory Of Delhi,West Delhi,10-04-2014,Mahabal Mishra,INC,59,Male,12th,GEN,388226286,1,#019733
Jharkhand,Giridih,17-04-2014,Aasutosh Verma,AITC,52,Male,Graduate Professional,GEN,384828136,0,#0C6965
Bihar,Sasaram,10-04-2014,Meira Kumar,INC,68,Female,Post Graduate,GEN,384751309,0,#019733
Uttar Pradesh,Pratapgarh,07-05-2014,Kuwar Harivansh Singh,APNA DAL,64,Male,Graduate,GEN,383137665,5,
Maharashtra,Beed,17-04-2014,Munde Gopinathrao Pandurang,BJP,66,Male,Graduate Professional,GEN,380072890,3,#FB7B0D
Uttar Pradesh,Jaunpur,12-05-2014,Subhash Pandey,BSP,59,Male,Post Graduate,GEN,378554105,0,#77968E
Uttar Pradesh,Pilibhit,17-04-2014,Maneka Sanjay Gandhi,BJP,57,Female,12th,GEN,374132826,1,#FB7B0D
Bihar,Darbhanga,30-04-2014,Prabhat Ranjan Das,AAP,56,Male,Doctorate,GEN,364642463,0,
Maharashtra,Bhiwandi,24-04-2014,Kapil Moreshwar Patil,BJP,53,Male,Graduate,GEN,363758831,0,#FB7B0D
Andhra Pradesh,Nellore,07-05-2014,Mekapati Rajamohan Reddy,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,69,Male,Graduate Professional,GEN,361746068,2,
Haryana,Hisar,10-04-2014,Dushyant Chautala,INLD,26,Male,Graduate,GEN,361326990,0,
Haryana,Rohtak,10-04-2014,Deepender Singh,INC,36,Male,Post Graduate,GEN,358749354,0,#019733
Uttar Pradesh,Sultanpur,07-05-2014,Feroze Varun Gandhi,BJP,34,Male,Post Graduate,GEN,357318699,0,#FB7B0D
Andhra Pradesh,Rajahmundry,07-05-2014,Boddu Venkata Ramana Chowdary,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,39,Male,Post Graduate,GEN,356200864,0,
Tamil Nadu,Cuddalore,24-04-2014,Jayasankarcr,DMDK,42,Male,Post Graduate,GEN,355033000,0,
Uttar Pradesh,Aonla,17-04-2014,Saleem Iqbal Shervani,INC,61,Male,Graduate,GEN,353932000,7,#019733
Rajasthan,Pali,17-04-2014,P P Choudhary,BJP,60,Male,Graduate Professional,GEN,353503467,0,#FB7B0D
National Capital Territory Of Delhi,New Delhi,10-04-2014,Smt Meenakshi Lekhi,BJP,46,Female,Graduate Professional,GEN,349916470,0,#FB7B0D
Himachal Pradesh,Mandi,07-05-2014,Pratibha Singh,INC,57,Female,Graduate,GEN,348210305,0,#019733
Mizoram,Mizoram,11-04-2014,Robert Romawia Royte,IND,47,Male,Post Graduate,GEN,346499910,0,
Andhra Pradesh,Khammam,30-04-2014,Ponguleti Srinivasa Reddy,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,48,Male,12th,GEN,346150516,0,
Uttar Pradesh,Sultanpur,07-05-2014,Ameeta Singh,INC,51,Female,Doctorate,GEN,346033232,0,#019733
Maharashtra,Wardha,10-04-2014,Meghe Sagar Dattatraya,INC,43,Male,Graduate,GEN,340138817,0,#019733
Tamil Nadu,Salem,24-04-2014,Sudhish L K,DMDK,47,Male,Graduate,GEN,339159159,6,
Uttar Pradesh,Maharajganj,12-05-2014,Kashinath,BSP,59,Male,Graduate Professional,GEN,337517506,3,#77968E
Maharashtra,Ahmednagar,17-04-2014,Kolsepatil Baban Gangadhar,IND,73,Male,Graduate Professional,GEN,337159952,3,
Chandigarh,Chandigarh,10-04-2014,Smt Kirron Kher,BJP,61,Female,Post Graduate,GEN,335343871,0,#FB7B0D
Maharashtra,Nashik,24-04-2014,Pawar Pradeepchandra Narayan,MNS,49,Male,Others,GEN,335123791,12,
Uttar Pradesh,Kairana,10-04-2014,Kartar Singh Bhadana,RLD,56,Male,8th,GEN,334053064,1,
Uttar Pradesh,Aligarh,10-04-2014,Zafar Alam,SP,69,Male,Graduate Professional,GEN,331958000,0,#B15928
Madhya Pradesh,Guna,17-04-2014,Jyotiraditya M Scindia,INC,43,Male,Post Graduate,GEN,330888751,0,#019733
Madhya Pradesh,Tikamgarh,17-04-2014,Kamlesh Kumar,INC,36,Male,Doctorate,GEN,329992919,0,#019733
Assam,Barpeta,24-04-2014,Dr Pervez Ali Ahmed,AITC,65,Male,Graduate Professional,GEN,327895738,0,#0C6965
Tamil Nadu,Tiruppur,24-04-2014,Rchakravarthi Raja Gopala Krishnan,AAP,59,Male,Post Graduate,GEN,325925000,0,
Tamil Nadu,Tirunelveli,24-04-2014,Dhevanathan Yadavt,TAMIL NADU MAKKAL CONGRESS,53,Male,Illiterate,GEN,323363744,1,
Madhya Pradesh,Khandwa,24-04-2014,Arun Subhash Chandra Yadav,INC,40,Male,Graduate,GEN,318304270,2,#019733
Uttar Pradesh,Jhansi,30-04-2014,Anuradha Sharma,BSP,55,Female,12th,GEN,316366402,0,#77968E
Nagaland,Nagaland,09-04-2014,Neiphiu Rio,NPF,63,Male,Graduate,GEN,315834264,0,
Uttar Pradesh,Domariyaganj,12-05-2014,Dr Mohd Ayub,PEACE PARTY,58,Male,Post Graduate,GEN,314820842,9,
Tamil Nadu,Dharmapuri,24-04-2014,Anbumani Ramadoss,PATTALI MAKKAL KATCHI,45,Male,Graduate Professional,GEN,314378451,8,
Orissa,Kendrapara,17-04-2014,Sri Baijayant Panda,BJD,50,Male,Graduate Professional,GEN,312432726,0,#000000
Andhra Pradesh,Mahbubnagar,30-04-2014,Ibrahim Syed,IND,44,Male,12th,GEN,310625000,7,
Bihar,Sheohar,07-05-2014,Rama Devi,BJP,65,Female,Post Graduate,GEN,308591850,5,#FB7B0D
Rajasthan,Jodhpur,17-04-2014,Chandresh Kumari,INC,69,Female,12th,GEN,307822286,0,#019733
Uttar Pradesh,Ghaziabad,10-04-2014,Shazia Ilmi Malik,AAP,43,Female,Post Graduate,GEN,303342609,1,
Andhra Pradesh,Nizamabad,30-04-2014,Madhu Yaskhi Goud,INC,56,Male,Post Graduate,GEN,301357021,0,#019733
Bihar,Aurangabad,10-04-2014,Nikhil Kumar,INC,72,Male,Post Graduate,GEN,297302441,0,#019733
Haryana,Faridabad,10-04-2014,Krishan Pal,BJP,57,Male,Graduate Professional,GEN,296440144,0,#FB7B0D
Uttarakhand,Hardwar,07-05-2014,Jai Singh,IND,55,Male,Graduate,GEN,295194000,0,
Tamil Nadu,Ramanathapuram,24-04-2014,Mohamed Jaleel S,DMK,69,Male,Graduate Professional,GEN,294761445,0,#800000
Uttar Pradesh,Muzaffarnagar,10-04-2014,Virendra Singh,SP,61,Male,Post Graduate,GEN,293622871,2,#B15928
Andhra Pradesh,Zahirabad,30-04-2014,Kmadan Mohan Rao,TDP,44,Male,Post Graduate,GEN,291223038,0,#4bacc6
Rajasthan,Jhalawar-baran,17-04-2014,Pramod Kumar,INC,49,Male,12th,GEN,290302756,0,#019733
Uttarakhand,Tehri Garhwal,07-05-2014,Japinder Singh,RLD,43,Male,Graduate,GEN,290216618,0,
Madhya Pradesh,Gwalior,17-04-2014,Ashok Singh,INC,51,Male,Graduate,GEN,288174756,0,#019733
Gujarat,Porbandar,30-04-2014,Jadeja Kandhalbhai Sarmanbhai,NCP,42,Male,8th,GEN,283945804,9,
Tamil Nadu,Pollachi,24-04-2014,Eswaraner,BJP,52,Male,Graduate Professional,GEN,283641697,0,#FB7B0D
Uttar Pradesh,Kannauj,24-04-2014,Dimple Yadav,SP,36,Female,Graduate,GEN,280516418,0,#B15928
Rajasthan,Kota,17-04-2014,Ijyaraj Singh,INC,49,Male,Post Graduate,GEN,280354736,0,#019733
Karnataka,Tumkur,17-04-2014,Gsbasavaraj,BJP,73,Male,Graduate Professional,GEN,275785995,0,#FB7B0D
Uttar Pradesh,Bareilly,17-04-2014,Praveen Singh Aron,INC,55,Male,Graduate Professional,GEN,274576248,1,#019733
Uttar Pradesh,Ambedkar Nagar,07-05-2014,Rakesh Pandey,BSP,60,Male,8th,GEN,273099579,3,#77968E
Maharashtra,Raigad,24-04-2014,Sandeep Pandurang Parte,HINDUSTAN JANTA PARTY,45,Male,Literate,GEN,271966000,0,
Uttar Pradesh,Lucknow,30-04-2014,Syed Jawed Ahmad Jafri,AAP,52,Male,12th,GEN,266571149,0,
Maharashtra,Madha,17-04-2014,Mohite-patil Pratapsinh Shankarrao,IND,58,Male,Graduate,GEN,262989287,1,
Jharkhand,Lohardaga,10-04-2014,Rameshwar Oraon,INC,67,Male,Doctorate,GEN,262697987,0,#019733
Uttar Pradesh,Shrawasti,07-05-2014,Atiq Ahmad,SP,51,Male,10th,GEN,259378861,42,#B15928
Jharkhand,Ranchi,17-04-2014,Subodh Kant Sahai,INC,60,Male,Graduate Professional,GEN,258895068,1,#019733
Uttar Pradesh,Baghpat,10-04-2014,Prashant Chaudhary,BSP,46,Male,Post Graduate,GEN,258289957,0,#77968E
Gujarat,Gandhinagar,30-04-2014,Mehta Rituraj Gautamchand,AAP,47,Male,Graduate,GEN,257990872,0,
Madhya Pradesh,Satna,10-04-2014,Ajay Arjun Singh,INC,58,Male,Post Graduate,GEN,254876883,2,#019733
Maharashtra,Shirur,17-04-2014,Adhalrao Shivaji Dattatrey,SHS,59,Male,Post Graduate,GEN,253598315,10,#F05A00
Punjab,Firozpur,30-04-2014,Sunil Jakhar,INC,60,Male,Post Graduate,GEN,253069342,0,#019733
Rajasthan,Dausa,24-04-2014,Shivpal Singh Gujjar,IND,42,Male,12th,GEN,252107430,2,
Uttar Pradesh,Etah,24-04-2014,Rajvir Singh,BJP,53,Male,Graduate Professional,GEN,251921157,0,#FB7B0D
Karnataka,Chikkballapur,17-04-2014,Robin Mathews Narekattu,SP,48,Male,Post Graduate,GEN,251460907,0,#B15928
Haryana,Gurgaon,10-04-2014,Inderjit Singh,BJP,64,Male,Graduate Professional,GEN,250698763,0,#FB7B0D
Tamil Nadu,Vellore,24-04-2014,Sivaprakasam -rs,IND,58,Male,12th,GEN,250500000,1,
Uttar Pradesh,Ghazipur,12-05-2014,Kailash Nath Singh Yadav,BSP,56,Male,Graduate,GEN,249325406,1,#77968E
Karnataka,Bangalore North,17-04-2014,Cnarayana Swamy,INC,65,Male,Post Graduate,GEN,247952597,0,#019733
Punjab,Gurdaspur,30-04-2014,Partap Singh Bajwa,INC,57,Male,Graduate,GEN,247069039,0,#019733
Haryana,Sonipat,10-04-2014,Jai Singh,AAP,62,Male,Post Graduate,GEN,246912638,0,
Haryana,Rohtak,10-04-2014,Shamsher Singh Kharkara,INLD,56,Male,Post Graduate,GEN,242943888,0,
Uttar Pradesh,Muzaffarnagar,10-04-2014,Pankaj Agarwal,INC,43,Male,Graduate,GEN,242260053,0,#019733
Tamil Nadu,Salem,24-04-2014,Rangarajan Mohan Kumaramangalam,INC,35,Male,Post Graduate,GEN,240204511,0,#019733
Haryana,Gurgaon,10-04-2014,Ashok Bhardwaj,NATIONAL JANHIT CONGRESS AB,51,Male,Graduate Professional,GEN,239374641,0,
Rajasthan,Jhalawar-baran,17-04-2014,Dushyant,BJP,43,Male,Post Graduate,GEN,239006838,0,#FB7B0D
Karnataka,Bidar,17-04-2014,Ndharam Singh,INC,78,Male,Post Graduate,GEN,236308464,1,#019733
Maharashtra,Solapur,17-04-2014,Shinde Sushilkumar Sambhajirao,INC,73,Male,Graduate Professional,GEN,234700792,0,#019733
Maharashtra,Buldhana,10-04-2014,Vasantrao Sukhdev Dandage,SP,62,Male,Graduate,GEN,233640000,0,#B15928
National Capital Territory Of Delhi,North West Delhi,10-04-2014,Kamini Kaur,IND,49,Female,8th,GEN,233096000,0,
Karnataka,Davanagere,17-04-2014,Gm Siddeshwara,BJP,61,Male,10th,GEN,232375703,0,#FB7B0D
Tamil Nadu,Pollachi,24-04-2014,Mahendranc,AIADMK,42,Male,Post Graduate,GEN,231430367,0,#9DBC2A
Kerala,Thiruvananthapuram,10-04-2014,Dr Shashi Tharoor,INC,58,Male,Doctorate,GEN,230275186,0,#019733
Gujarat,Mahesana,30-04-2014,Patel Jivabhai Ambalal,INC,75,Male,10th,GEN,229480000,0,#019733
Uttar Pradesh,Fatehpur,30-04-2014,Rakesh Sachan,SP,58,Male,Post Graduate,GEN,228815082,8,#B15928
Himachal Pradesh,Hamirpur,07-05-2014,Rajinder Singh Rana So Late Shri Sukh Ram,INC,48,Male,Graduate,GEN,228697768,0,#019733
Andhra Pradesh,Vijayawada,07-05-2014,Avinash Devineni,INC,26,Male,Post Graduate,GEN,228035761,0,#019733
Maharashtra,Pune,17-04-2014,Anil Shirole,BJP,63,Male,Graduate,GEN,227615279,2,#FB7B0D
Andhra Pradesh,Anantapur,07-05-2014,Jutur Chinna Reddy Divakar Reddy,TDP,70,Male,12th,GEN,226481020,0,#4bacc6
Uttar Pradesh,Bijnor,10-04-2014,Jaya Prada Nahata,RLD,51,Female,12th,GEN,226399859,0,
Maharashtra,Jalgaon,24-04-2014,Patil Ashok Tapiram,BJP,52,Male,Graduate,GEN,226180395,0,#FB7B0D
Andhra Pradesh,Rajampet,07-05-2014,Pvmidhun Reddy,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,36,Male,Post Graduate,GEN,225984036,1,
Uttarakhand,Tehri Garhwal,07-05-2014,Saket Bahuguna,INC,40,Male,Graduate Professional,GEN,225729228,0,#019733
Karnataka,Chikkodi,17-04-2014,Shrimant Balasaheb Patil,JDS,59,Male,Graduate,GEN,223524192,5,#8064a2
Andhra Pradesh,Nandyal,07-05-2014,Spy Reddy,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,64,Male,Graduate,GEN,219578079,2,
Uttar Pradesh,Bhadohi,07-05-2014,Seema Mishra,SP,37,Female,Post Graduate,GEN,218115154,0,#B15928
Chhattisgarh,Raipur,24-04-2014,Imrram Pasha,AAZADI KA ANTIM AANDOLAN DAL,37,Male,12th,GEN,217878947,0,
Maharashtra,Nashik,24-04-2014,Bhujbal Chhagan Chandrakant,NCP,66,Male,10th,GEN,217559536,1,
Bihar,Muzaffarpur,07-05-2014,Akhilesh Prasad Singh,INC,44,Male,Doctorate,GEN,216275454,0,#019733
Meghalaya,Tura,09-04-2014,Purno Agitok Sangma,NPP,66,Male,Post Graduate,GEN,215134618,0,
Gujarat,Sabarkantha,30-04-2014,Vaghela Shankersinh,INC,74,Male,Post Graduate,GEN,213576053,0,#019733
Andhra Pradesh,Anakapalle,07-05-2014,Muttamsetti Srinivasa Rao,TDP,47,Male,Illiterate,GEN,213294327,1,#4bacc6
Uttar Pradesh,Machhlishahr,12-05-2014,Bholanath Alias Bpsaroj,BSP,50,Male,Graduate,GEN,210577691,0,#77968E
Maharashtra,Amravati,10-04-2014,Gunwant Sudamrao Devpare,BSP,41,Male,Others,GEN,209390631,0,#77968E
Tamil Nadu,Dharmapuri,24-04-2014,Rama Suganthan,INC,43,Male,Post Graduate,GEN,207501877,0,#019733
Kerala,Ernakulam,10-04-2014,Anitha Prathap,AAP,55,Female,Graduate Professional,GEN,203330000,0,
Tamil Nadu,Tiruppur,24-04-2014,Msenthilnathan,DMK,71,Male,Post Graduate,GEN,203278896,0,#800000
Andhra Pradesh,Bhongir,30-04-2014,Dr Narsaiah Boora,TRS,55,Male,Post Graduate,GEN,202983225,0,
Maharashtra,Mumbai North,24-04-2014,Satish Parasmal Jain,AAP,45,Male,Graduate,GEN,201971234,0,
Tamil Nadu,Thanjavur,24-04-2014,Baalutr,DMK,72,Male,Graduate,GEN,201555306,0,#800000
Jammu Kashmir,Baramulla,07-05-2014,Muzaffar Hussain Baig,JKPDP,67,Male,Post Graduate,GEN,200707183,0,
National Capital Territory Of Delhi,North East Delhi,10-04-2014,Manoj Tiwari,BJP,43,Male,Post Graduate,GEN,199483924,0,#FB7B0D
Uttar Pradesh,Sitapur,30-04-2014,Rajendra Kumar Misra,NAV BHARAT DEMOCRATIC PARTY,48,Male,Post Graduate,GEN,198826000,0,
Uttar Pradesh,Ghaziabad,10-04-2014,Raj Babbar,INC,63,Male,12th,GEN,197233950,1,#019733
Tamil Nadu,Arakkonam,24-04-2014,Rajesh -r,INC,34,Male,Post Graduate,GEN,196025973,0,#019733
Karnataka,Shimoga,17-04-2014,Vmanjunath Bhandary,INC,52,Male,Doctorate,GEN,194691247,0,#019733
Maharashtra,Nagpur,10-04-2014,Anjali Anish Damania,AAP,45,Female,Graduate Professional,GEN,193161591,0,
Uttar Pradesh,Maharajganj,12-05-2014,Pankaj,BJP,44,Male,12th,GEN,191819151,0,#FB7B0D
Punjab,Ludhiana,30-04-2014,Manpreet Singh Ayali,SAD,39,Male,12th,GEN,191314896,0,
Jharkhand,Jamshedpur,17-04-2014,Niroop Mahanty,JMM,64,Male,Post Graduate,GEN,191088713,0,
Punjab,Khadoor Sahib,30-04-2014,Simranjit Singh Mann,SHIROMANI AKALI DAL AMRITSARSIMRANJIT SING,68,Male,Graduate,GEN,190748401,1,
Bihar,Valmiki Nagar,12-05-2014,Om Shanti Baba,IND,50,Male,Literate,GEN,190215000,0,
Rajasthan,Rajsamand,17-04-2014,Hari Om Singh Rathore,BJP,56,Male,Graduate,GEN,188310824,0,#FB7B0D
Andhra Pradesh,Ongole,07-05-2014,Magunta Srinivasulu Reddy,TDP,60,Male,Graduate,GEN,187848488,0,#4bacc6
Tamil Nadu,Tirunelveli,24-04-2014,Devadasa Sundaram,DMK,73,Male,Graduate,GEN,186962206,0,#800000
Uttar Pradesh,Ghosi,12-05-2014,Mukhtar Ansari,QAUMI EKTA DAL,54,Male,Graduate,GEN,186202878,15,
Karnataka,Kolar,17-04-2014,K H Muniyappa,INC,67,Male,Graduate Professional,GEN,184663000,0,#019733
Maharashtra,Jalna,24-04-2014,Danve Raosaheb Dadarao,BJP,60,Male,Graduate,GEN,184411862,4,#FB7B0D
West Bengal,Darjeeling,17-04-2014,Bhaichung Bhutia,AITC,37,Male,10th,GEN,184406721,0,#0C6965
Goa,North Goa,12-04-2014,Dayanand G Narvekar,IND,64,Male,Graduate Professional,GEN,184306689,2,
Uttar Pradesh,Phulpur,07-05-2014,Mohammad Kaif,INC,33,Male,12th,GEN,184193144,0,#019733
Maharashtra,Mumbai North Central,24-04-2014,Sanju Verma,IND,43,Female,Post Graduate,GEN,183100000,0,
Haryana,Bhiwani-mahendragarh,10-04-2014,Bahadur Singh,INLD,57,Male,5th,GEN,182580199,0,
National Capital Territory Of Delhi,New Delhi,10-04-2014,K P Sankaran Menon,IND,68,Male,Doctorate,GEN,182208649,0,
Uttar Pradesh,Pratapgarh,07-05-2014,Rajkumari Ratna Singh,INC,54,Female,Graduate,GEN,182186713,6,#019733
Bihar,Darbhanga,30-04-2014,Sanjay Kumar Jha,JDU,46,Male,Post Graduate,GEN,181383957,0,#8064a2
Andhra Pradesh,Rajahmundry,07-05-2014,Murali Mohan Maganti,TDP,73,Male,12th,GEN,180822216,1,#4bacc6
Uttar Pradesh,Ghaziabad,10-04-2014,Sudhan Kumar,SP,47,Male,Graduate,GEN,180682500,0,#B15928
Andhra Pradesh,Vijayawada,07-05-2014,Yaram Katam Raju,IND,52,Male,Illiterate,GEN,180047712,0,
Bihar,Sheohar,07-05-2014,Angesh Kumar,BSP,43,Male,Graduate Professional,GEN,179440000,2,#77968E
Andhra Pradesh,Nalgonda,30-04-2014,Dr Palla Rajeshwar Reddy,TRS,50,Male,Doctorate,GEN,178513297,0,
Uttar Pradesh,Unnao,30-04-2014,Arun Shankar Shukla,SP,56,Male,10th,GEN,178200582,2,#B15928
Punjab,Khadoor Sahib,30-04-2014,Ranjit Singh Brahmpura,SAD,76,Male,8th,GEN,177814755,0,
Uttarakhand,Hardwar,07-05-2014,Anita Saini,SP,40,Female,Literate,GEN,177295204,0,#B15928
Rajasthan,Pali,17-04-2014,Mahesh Bhandari,AAP,53,Male,Post Graduate,GEN,176779000,0,
Karnataka,Shimoga,17-04-2014,Geetha Shivarajkumar,JDS,49,Female,Graduate,GEN,176721674,0,#8064a2
Punjab,Anandpur Sahib,30-04-2014,Jaswant Singh Mann,SHIROMANI AKALI DAL AMRITSARSIMRANJIT SING,70,Male,Post Graduate,GEN,175798500,0,
Madhya Pradesh,Vidisha,24-04-2014,Sushma Swaraj,BJP,62,Female,Graduate Professional,GEN,175516422,0,#FB7B0D
Punjab,Amritsar,30-04-2014,Daljit Singh,AAP,79,Male,Post Graduate,GEN,175331173,0,
Jharkhand,Chatra,10-04-2014,Sunil Kumar Singh,BJP,52,Male,Post Graduate,GEN,174744806,0,#FB7B0D
Rajasthan,Barmer,17-04-2014,Col Sona Ram,BJP,73,Male,Graduate Professional,GEN,174678454,1,#FB7B0D
Gujarat,Jamnagar,30-04-2014,Maadam Poonamben Hematbhai,BJP,39,Female,Graduate,GEN,174372249,0,#FB7B0D
Tamil Nadu,Thanjavur,24-04-2014,Krishnasamy Vandayart,INC,38,Male,Graduate Professional,GEN,173643172,0,#019733
National Capital Territory Of Delhi,South Delhi,10-04-2014,Ramesh Kumar,INC,58,Male,10th,GEN,172314296,0,#019733
West Bengal,Sreerampur,30-04-2014,Bappi Aparesh Lahiri,BJP,62,Male,8th,GEN,172256444,0,#FB7B0D
Uttar Pradesh,Phulpur,07-05-2014,Milan Mukherjee,IND,71,Male,Post Graduate,GEN,171163953,0,
Maharashtra,Madha,17-04-2014,Mohite Patil Vijaysinh Shankarrao,NCP,69,Male,10th,GEN,170253390,1,
Uttar Pradesh,Baghpat,10-04-2014,Ajit Singh,RLD,74,Male,Post Graduate,GEN,169254660,0,
Karnataka,Kolar,17-04-2014,Kolar Kesava,JDS,42,Male,Graduate,GEN,168319791,7,#8064a2
Punjab,Patiala,30-04-2014,Deepinder Singh Dhillon,SAD,53,Male,Graduate Professional,GEN,167763561,0,
